id,text,sentiment
1085,Wow I was not expecting him to be such a beast in game! One of the best cams in game. He feels quick on the ball and the ball stays on his feet. Go with hunter/hawk on him. He will go up for sure just before the first fut champs.,positive
1086,just wow,positive
1087,He\'s crazy in game wow 21 games 41 goals and 14 assists,positive
1088,'Wow what a beast! His passing into the open space and his finesse shots are amazing! I have him at CAM,with Jota and Pepe beside him and Havertz up top.. I think heâ€™ll increase by a decent amount upon his release. The WF sucks obviously but you know this before buying him so just work around it',positive
1089,Wow this card is a beast! Wand of a left boot,positive
1090,WOW this guy is INSANE!! first time that a player make so many goals in my fifa history. 31 match 54 goals!! gonna keep him for long....,positive
1091,defending stats wow better then casemiro,positive
1092,Wow. He is so good!,positive
1093,'Im so hyped to play with his card today,damn!',positive
1094,This guy is insane,positive
1095,He is back <3,positive
1096,My hero<3,positive
1097,Love u,positive
1098,I love you.,positive
1099,my Favoriten icon for icon swaps love  this guy,positive
1100,Love you chris,positive
1101,I love this man,positive
1102,I love you andy,positive
1103,Lovely boy,positive
1104,I love this man,positive
1105,I fell in love with his smile,positive
1106,we love Maxime,positive
1107,Greatest English player,positive
1108,great cb for the first starter team,positive
1109,He Will be great,positive
1110,Great starter cb,positive
1111,great debut!!,positive
1112,Tbf this is a great starter card,positive
1113,Greatest manager of all time no cap,positive
1114,Great player,positive
1115,Looks great for an early cm,positive
1116,slap a hunter on him and heâ€™s a great cam!,positive
1117,Great duo with malong and dickmann,positive
1118,Great starter card,positive
1119,What a Great gk,positive
1120,great CDM!,positive
1121,Great goal,positive
1122,shadow on him and hes a great starter cb,positive
1123,Great player,positive
1124,great link with saka,positive
1125,Great investment,positive
1126,'Great for laliga squads,because he changed to granada',positive
1127,Great CDC,positive
1128,Great card for starter squad,positive
1129,Beast at CAM,positive
1130,He is a beast,positive
1131,He is a beast!,positive
1132,BEAST! Have All traits!,positive
1133,Beast,positive
1134,This guy is a absolute beast for me him and sule are op,positive
1135,BEAST!,positive
1136,Beast CB,positive
1137,What a beast,positive
1138,'196cm with 83 jumping and 89 strength,he is a beast',positive
1139,He is a beast !,positive
1140,Beast,positive
1141,'absolute beast in fifa 20... 1k games 1.1k goals,can\'t wait to try him in fifa 21',positive
1142,Absolute beast,positive
1143,Fucking beast for WL,positive
1144,this guy is incredible ingame,positive
1145,i have used him for 5 games now and he\'s much better than alaba he\'s just incredible,positive
1146,'Incredible Card,better than any other in the league right now',positive
1147,This guy is incredible,positive
1148,'OMFG,hes incredible in game,feels like kante.',positive
1149,Him and haaland incredible attack,positive
1150,Best player i have used. He is so responsive and fast. He will go up in price when people realise how incredible he is.,positive
1151,Mane is incredible,positive
1152,'This card is incredible,extremely quick,agile and has a very clinical finish',positive
1153,'40 gol in 25 games,division 4. INCREDIBLE',positive
1154,'Havenâ€™t tried Ter-Stegen this year,but this guy has been incredible! Always there to save!',positive
1155,this guy is incredible in game,positive
1156,'This guy is so incredible for me. He always get the highest rating and the most successful passes of my team after a match. He can dribble,pass,and defend,it is just really funny to play with him.',positive
1157,'this guy is a goal machine,his timing when to make a run is hilariously good and the positioning is incrediblebetter than  because of his wk foot is too good',positive
1158,Incredible player slap hunter and you have an amazing player,positive
1159,'What a player with finisher. Incredible for the beginning,omg',positive
1160,He is incredible the best rb i have used so far. He allways catches his opponents and you can jockey with him super super good even though the balance and agility are a bit low. He wins 99\% of the tackles he makes easily the best rb on that.,positive
1161,OP like last year incredible player BEAST!!!!,positive
1162,This guy fits the meta so well. Incredible price for how good he is.,positive
1163,What a Beast,positive
1164,He is actually really good,positive
1165,I’m in love,positive
1166,Was a beast last season,positive
1167,Insane Beast,positive
1168,Perfect starter LB.,positive
1169,best gold card in fifa 21,positive
1170,He is phenomenal,positive
1171,'very good on striker,try him out guys',positive
1172,Gooooood guy,positive
1173,'beast with hunter at cam,3 games 4 goals and 3 assists',positive
1174,he is so good,positive
1175,the real goat,positive
1176,beast for WL,positive
1177,engine chem style damn,neutral
1178,When the seagulls follow the trawler,neutral
1179,flop incoming,negative
1180,Puskas award winner 2020,neutral
1181,Most confused player,neutral
1182,still cant believe inzaghi was added to fifa before Puskas,neutral
1183,welcome to olympiacos,neutral
1184,Oi oi lads,neutral
1185,Price prediction ?,neutral
1186,Wait it\'s Fifa 21 already?,neutral
1187,sniper or marksman?,neutral
1188,rip crystal palace fans,neutral
1189,we meet again,neutral
1190,gkj,neutral
1191,price prediction??,neutral
1192,price prediction? 100K? or more,neutral
1193,Hi,neutral
1194,price prediction?,neutral
1195,Price at the start of fifa 21?,neutral
1196,is he good with hunter?,neutral
1197,best position and price prediction?,neutral
1198,Ofickos,neutral
1199,Price prediction?,neutral
1200,price prediction!?,neutral
1201,max 10k am i right?,neutral
1202,what\'s up with the blue hair?,neutral
1203,'osimhen,take me by the hand',positive
1204,j,neutral
1205,Only israel,neutral
1206,price prediction?,neutral
1207,Price predictions?,neutral
1208,girls: Boys donâ€™t know real pain. Also boys:,neutral
1209,chem style for cm?,neutral
1210,Pray 4 LM -> LWB objects,neutral
1211,What is he gonna cost? 5-10k?,neutral
1212,Him + portu,neutral
1213,is better with hunter or sniper?,neutral
1214,honest price prediction guys? I reckon 90-110k for first 3 weeks,neutral
1215,Price predictions,neutral
1216,price prediction??,neutral
1217,Him or Coutinho? Pace & Physical or Dribbling & Skills?,neutral
1218,price prediction?,neutral
1219,just leave the ball to the gk man,neutral
1220,price at the start?,neutral
1221,Myke towers is that you?,neutral
1222,You searched gay,neutral
1223,The Brazilian saint max,neutral
1224,Price predection?,neutral
1225,shhhhh dont tell anyone,neutral
1226,Change his name for the money,neutral
1227,Why no club?,neutral
1228,viva chile ctm,neutral
1229,Him + Uribe,neutral
1230,price prediction??,neutral
1231,Made in Cotia,neutral
1232,Adama?,neutral
1233,first,neutral
1234,Headliners Sanson?,neutral
1235,Good CB with engineer chemistry style,positive
1236,good,positive
1237,Ochoa left de chat,neutral
1238,Good starter player,positive
1239,1st,neutral
1240,Him plus acheampong,neutral
1241,first,neutral
1242,hmm,neutral
1243,price prediction!?,neutral
1244,Estimated price?,neutral
1245,price predict?,neutral
1246,Deserves more pace,negative
1247,Not a card for me,negative
1248,over rated player,negative
1249,too over rated,negative
1250,Stupid upgrade,negative
1251,4 star weak foot deserved,negative
1252,They just massacred my boy,negative
1253,What a flop already,negative
1254,He deserved 92,negative
1255,overrated in my opinion,negative
1256,Why no upgrade,negative
1257,hes not good,negative
1258,Should be 89,negative
1259,Deserved 5* skills,negative
1260,79 pace is a joke,negative
1261,Way to overrated,negative
1262,is a joke,negative
1263,More aggression needed,negative
1264,Overrated,negative
1265,Should be better,negative
1266,Low low,negative
1267,What a bad player,negative
1268,50 in pace Max. He is slow and bad he couldnt even warm the bench in Bayern.,negative
1269,Barnes better,negative
1270,overrated,negative
1271,another overated English player,negative
1272,I feel bad for this guy. Bayern ruined his career. They should have let him develop for another 2 tears before buying him.,negative
1273,The disrespect ea did to him,negative
1274,That is pathetic he should be 81+,negative
1275,Heâ€™s fat,negative
1276,Ea need to upgrade this man,negative
1277,Stats are a joke,negative
1278,should be 94 and balance 87,negative
1279,really bad,negative
1280,he\'s gonna be so heavy on the ball,negative
1281,His sprint speed shouldnâ€™t be that low,negative
1282,Should be 84 at least,negative
1283,'No 5* skill moves,unusable',negative
1284,Compare him to llorente. Just a few stats worse than him.,negative
1285,Worst transfer ever,negative
1286,worst 86 card ever,negative
1287,he deserved min 88,negative
1288,His 95 card is horrible,negative
1289,worst finishing then gold costa,negative
1290,This looks so weird,negative
1291,Should be 92-93,negative
1292,-7! Are you mad!,negative
1293,Pace 74? What a joke,negative
1294,Unuseable now,negative
1295,his shooting should be much better,negative
1296,Trash,negative
1297,'This dude was insane this season,EA did this man dirty',negative
1298,Robben Robbed,negative
1299,That was a joke,negative
1300,Great baller but doesn\'t deserve 5 star skills moves,negative
1301,He deserved a downgrade!,negative
1302,Sooooo overrated,negative
1303,72 pace is an absolute joke. min 85,negative
1304,No way his 96 max 93-94,negative
1305,We all dislike this card,negative
1306,Too slow imo,negative
1307,'what a joke,why downgrade?',negative
1308,He dont need another card,negative
1309,'Deserves 86 at LEAST with those stats,and MINIMUM 4* weakfoot.',negative
1310,ea did him dirty,negative
1311,He has 79 more defending than he deserves,negative
1312,deseve better than 80,negative
1313,Worst finishing in fifa history,negative
1314,this is probably the worst rating this year,negative
1315,Worst player of the 21th we missed the first place bc of him,negative
1316,should be waaaaay faster,negative
1317,78 balance makes him unusable,negative
1318,Overrated,negative
1319,unusable in fifa sadly,negative
1320,3*combo? Are Ea smoking? 4*combo is what he deserve.,negative
1321,emberassing what ea is doint with the pace,negative
1322,My man turned on the afterburners,negative
1323,'Didnt deserve this much of a downgrade,81/82 is fair',negative
1324,deserves an 82,negative
1325,too bad,negative
1326,deserved 80+pace,negative
1327,wrong height,negative
1328,'As much as I like him,that 2 star wf is gonna hurt this card so badly',negative
1329,78 rated are you mad,negative
1330,Haha why did EA not do this to Kepa?,negative
1331,'Deserves 80,he will be worldclass',negative
1332,'Gotta feel bad for him,hope he plays well this season.',negative
1333,Deserves 99 of passing,negative
1334,Deserved 80 ea......,negative
1335,Joke!!!,negative
1336,Severely underrated player,negative
1337,No way he has 2 star sm,negative
1338,surely 73 pace is a mistake,negative
1339,downgrade undeserved,negative
1340,looool deserved a bigger downgrade,negative
1341,Too low imo,negative
1342,Overrated like every ajax player,negative
1343,'He deserved a downgrade,should be 80',negative
1344,'iâ€™m not disliking him bc i disagree with the rating,but bc of the sh*t jokes,and how bad he actually is.',negative
1345,Too bad he got transferred,negative
1346,'2 gk in game before courtois,good animations for Neuer but he has a defect at fineese shots',negative
1347,80 Pace bad,negative
1348,He deserve 4*,negative
1349,Disgraceful,negative
1350,Such a disrespect,negative
1351,Deserved an upgrade wtf,negative
1352,Donâ€™t see the point in this guy,negative
1353,HOLY SHIT,negative
1354,ea did him dirty with his pace,negative
1355,30 shot unusable,negative
1356,I already hate him,negative
1357,So overrated,negative
1358,terrible carta,negative
1359,Are you kidding me? He was just terrible last year,negative
1360,86 dribbling is disgrace.,negative
1361,Oh no,negative
1362,Oh no please no,negative
1363,Deserves 5* Skills.,negative
1364,overrated..,negative
1365,13 pace downgrade...,negative
1366,Pretty overrated he gets destroyed in defense,negative
1367,Deserves 4*4*.,negative
1368,'overrated,shit',negative
1369,unluckyyyyy,negative
1370,mad overrated,negative
1371,should be higher,negative
1372,Shame,negative
1373,That passing stats are so wrong,negative
1374,Should be lower,negative
1375,2* wf very unuseable,negative
1376,Undeserved upgrade,negative
1377,not interesting,negative
1378,They did him so dirty.....,negative
1379,'Deserved downgrade,he played an orrible season (just the Last part was fine)',negative
1380,'Absolute fraud,horrendous performance today',negative
1381,Deserves to be 83,negative
1382,He is so bad,negative
1383,deserves 4* skill moves,negative
1384,Deserves at least 76/77,negative
1385,COMPLETELY OVERRATED,negative
1386,3* weakfoot unplayable,negative
1387,Wtf should be atleast 76,negative
1388,Iâ€™m still buying him with the 3 star weakfoot and imma buy xavi even though they ruined his card,negative
1389,Deserves higher rating,negative
1390,He looks like a ghost,negative
1391,Should be a lot quicker,negative
1392,Should be at least 81,negative
1393,Should be low gold in rating,negative
1394,71 is disrespectful,negative
1395,garbage,negative
1396,should be gold,negative
1397,Should be 75 at least,negative
1398,He deserved that 0 finishing,negative
1399,Done dirty with that rating,negative
1400,Dougie should be higher,negative
1401,73 pace is a joke,negative
1402,Deserves higher better stats,negative
1403,they killed my boy,negative
1404,75 74 is too low,negative
1405,Deserves 4* skills 4* weakfoot,negative
1406,Deserves higher rating smh,negative
1407,So disrespectful to only give him a 75 rated card,negative
1408,This is a joke,negative
1409,It s a joke?? only 74???!!!,negative
1410,this pace is so disrespectful,negative
1411,Deserves at least 88 pace,negative
1412,my man has been robbed,negative
1413,'Should deffo be higher rated. should have pace low 70\'s,his dribbling could be higher and his defending should be low 70\'s too. should be an 82 easy,especially his performances after lockdown. Booo.',negative
1414,Should\'ve more passing,negative
1415,Is this a joke? There is no way he can still be bronze,negative
1416,should be 70 had a great end to the season,negative
1417,Deserves higher!,negative
1418,Deserves a bigger upgrade,negative
1419,Deserv more than 78 i think,negative
1420,what a disrespect to my boy,negative
1421,'Needs to be a gold card,at least 76 imo',negative
1422,'wrong rating,now is 60-65',negative
1423,83 pace is disrespectfuldeserves at least 92 he is rapid,negative
1424,Should be higher rated,negative
1425,'This a an absolute disgrace should be over 70,pace is no way near close enough,ea really need to fix up',negative
1426,Undeserved,negative
1427,so overrated in Fifa just because of his meta model,negative
1428,this guy is weaker than i am towards my crush,negative
1429,Should be at least 83,negative
1430,Should be a lot higher,negative
1431,'Heâ€™s been robbed,75 at LEAST',negative
1432,He deserves 80+,negative
1433,Only 71?!,negative
1434,should have 90 freekick at least,negative
1435,deserves more dribling,negative
1436,Should be 74 or 75,negative
1437,Deserved higher. His shot stopping is on another level. 86/87. Kept us from fng much lower.,negative
1438,should have more passing,negative
1439,This rating is a disgrace.,negative
1440,EA did him dirty,negative
1441,He deserves 75 gold at least,negative
1442,Disgusting ea,negative
1443,disgraceful and undeserved downgrade,negative
1444,him or malcuit ?,neutral
1445,got him for 70k before price range fix. Fair to say I was lucky,neutral
1446,Who else wants him in the otw pack?,neutral
1447,Tips on how to link this guy with depay?,neutral
1448,When to sell,neutral
1449,'got him,never played him.is he good or bye bye?',neutral
1450,good investment?,neutral
1451,Should I sell or keep,neutral
1452,chem style?,neutral
1453,Him or Lewandowski (fifa not real life),neutral
1454,sell? hold?,neutral
1455,Best chem style as a cm ?,neutral
1456,Itâ€™s always when to sell and not how are you?,neutral
1457,Sell now or wait until OTW,neutral
1458,Already bought 30 of him,neutral
1459,What chem style? Got him untrade,neutral
1460,Those fucking panic sellers,neutral
1461,Buy him and cudrado then switch ingame,neutral
1462,Will he rise?,neutral
1463,First day at the office and I\'ve packed him. Cant believe it!,neutral
1464,anyone try using him as a box to box cm? i like his work rates,neutral
1465,'When should i sell,why is he dropping ?',neutral
1466,When do we get our packs from pre buy?,neutral
1467,Just get yuri,neutral
1468,When to sell,neutral
1469,Why is he dropping,neutral
1470,him or adama?,neutral
1471,when should i sell him,neutral
1472,why does he not sell?,neutral
1473,Him or adama and why?,neutral
1474,What chem style,neutral
1475,When to sell?,neutral
1476,keep or sell?,neutral
1477,buy him to trade,neutral
1478,When to buy please??,neutral
1479,Chemistry?,neutral
1480,him or Allan 83?,neutral
1481,Just packed him and donâ€™t have market access:),neutral
1482,Will he rise?,neutral
1483,Should I play Alaba or sell him?,neutral
1484,keep or sell him????,neutral
1485,Sell now or wait till OTW?,neutral
1486,Does anyone think he will rise or will he stay at this price?,neutral
1487,him or portu?,neutral
1488,Engine or hunter ?,neutral
1489,why so cheap ??,neutral
1490,invest he Will Be extinct,neutral
1491,Sell today or Friday?,neutral
1492,Which chem? Anchor or Shadow,neutral
1493,sell or wait?,neutral
1494,Him or klostermann alongside Hernandez??,neutral
1495,Him or klostermann?,neutral
1496,Him or de jong ?,neutral
1497,Should I sell now 74k?,neutral
1498,will he rise ?,neutral
1499,best chem style for him?,neutral
1500,'hey,when to sell? packed him,and really need the coins,thanks guys !',neutral
1501,Keep or sell?,neutral
1502,good on 7 chem?,neutral
1503,whyâ€™s he so expensive he should be maximum 15-20k,neutral
1504,'People who believe to spread their hate on FUTBIN (let that sink in your mind) shouldnâ€™t be allowed on this app,nor should they be able to play FIFA',neutral
1505,I have 57 of him,neutral
1506,Will the range rise? When?,neutral
1507,I bought 20 of his everton card I hope he goes extinct,neutral
1508,him or gulacsi,neutral
1509,Price prediction: 30k,neutral
1510,Him and Klostermann,neutral
1511,Him or Portu at ST in 41212,neutral
1512,Him or Halldorsson?,neutral
1513,Him or Matheus Cunha at cam both get full chem and would use both with engine,neutral
1514,Price prediction??,neutral
1515,price ?,neutral
1516,so i packed this man in my welcome back packs he\'s 10k currently should i sell now or will his price rise later,neutral
1517,I dread to imagine his price if he goes to united,neutral
1518,Price tomorrow 2-3k,neutral
1519,When to sell him?,neutral
1520,his price will go up?,neutral
1521,Packed him!,neutral
1522,Price prediction?,neutral
1523,Pack him today. It\'s good idea to sold him for 60k? Or his price will increase?,neutral
1524,Just packed him? Do I sell or keep?,neutral
1525,What do you expect his price to be on realise,neutral
1526,quick reminder for all fifa players: Buy a controller and you can sell it for double the price in just 2 weeks. the reason? this cheeky inform ben yedder,neutral
1527,How much is he?,neutral
1528,Finisher guys... finisher. Chem styles have CHANGED.,neutral
1529,'New chemistry,diarrhea cool boost',neutral
1530,lol people are giving him sniper... the chem styles have changed guys. sniper is baaaaaaaaaaaaaaaaaaaaaad.,neutral
1531,chem style ?,neutral
1532,Looks like an artist chem style,neutral
1533,'flashback to when Oakley typed nipple in the search bar,thats a real sbsd meme',neutral
1534,'When u get to far in career,and this the new Luke shaw?',neutral
1535,I will come back here when he returns from his injury to be the best young player of Serie A.,neutral
1536,'hopefully we dont sell him,wouldnt make any sense at all',neutral
1537,I hope we don\'t sell him tbh,neutral
1538,I sell him for a good Price - 3.750.000 Coins :) (FIFA20) Please help me I will buy his 97,neutral
1539,Someone tell abrahamovic money cant buy titles anymore. Russian Rat,neutral
1540,I packed him!,neutral
1541,I packed him from icons swaps and ngl he was trash for me so week,neutral
1542,engine or anchor?,neutral
1543,Nice I packed him,neutral
1544,Bruhhh matthd just packed this guy,neutral
1545,Packed him last year. He got me to 30-0,neutral
1546,Castro packed him,neutral
1547,I packed him,neutral
1548,Him or bastos from lazio? Both 10 chem in a 4 man defense,neutral
1549,Him or Correa,neutral
1550,When do I sell???,neutral
1551,I packed hin should i sold him or wait till to the first Werkend League???,neutral
1552,imagine packing him,neutral
1553,will he rise?too how much?,neutral
1554,Him or bellerin?,neutral
1555,Does someone know if his price is going more up or doe i have to sell him now?,neutral
1556,'got him in a sbc pack,keep him or sell him?',neutral
1557,What chem style?,neutral
1558,when to sell?,neutral
1559,he definitely needs a chemistry style,neutral
1560,When I want to put a shadow on him but the style is double the price,neutral
1561,when to buy?,neutral
1562,shadow or anchor on him?,neutral
1563,Deadeye or maestro as centre cam?,neutral
1564,Just packed what do I do?,neutral
1565,Inform Incoming,neutral
1566,'Just packed him,sell or keep him till tuesday and then sell?',neutral
1567,Price prediction?,neutral
1568,inform hopefully incoming,neutral
1569,Him or rashford??,neutral
1570,When will he rise,neutral
1571,Him or Lo Celso as a CF behind Kane?,neutral
1572,Price predicted @ realese?,neutral
1573,sell at 16k or wait,neutral
1574,Sell now?,neutral
1575,What chem style do I put if I’m playing him at cam?,neutral
1576,deadeye or finisher,neutral
1577,'I just pack him now he is at 76k,Wait or sell ?',neutral
1578,price prediction?,neutral
1579,well a future star card 90 rated ea,neutral
1580,I got him right now do i have to sale him now or wait,neutral
1581,How can I snipe him???,neutral
1582,Is he gonna be more than 100k,neutral
1583,Should I buy my team now? Are players gonna rise during the global release?,neutral
1584,When do i sell him?,neutral
1585,Price prediction?,neutral
1586,Him or aguero,neutral
1587,When to sell?,neutral
1588,I should invest on him?,neutral
1589,Will his price keep rising ? 8.6k at the moment,neutral
1590,i sell him for 15k,neutral
1591,keep or sell?,neutral
1592,Will he raise up ? Cuz i got him,neutral
1593,him or richarlison?,neutral
1594,Will easily reach 300k,neutral
1595,will he rise?,neutral
1596,Which Chemistry Style? Deadeye?,neutral
1597,When to sell? Just packed this big man,neutral
1598,Sell or wait?,neutral
1599,Keep or sell?,neutral
1600,keep or sell?,neutral
1601,Him or Sommer for Buli Team?,neutral
1602,TOTW incoming,neutral
1603,price prediction?,neutral
1604,deadeye or finisher??,neutral
1605,Him or saint ?,neutral
1606,Inform incomming.,neutral
1607,inform alert,neutral
1608,Inform incoming,neutral
1609,What chem style,neutral
1610,Marksman or Deadeye.,neutral
1611,Give this man an inform,neutral
1612,Inform incoming,neutral
1613,Surely he Will get an inform.,neutral
1614,Inform Incoming,neutral
1615,inform coming?,neutral
1616,Inform incoming,neutral
1617,inform coming fair play to him,neutral
1618,inform incoming should buy him or not?,neutral
1619,Which chemistry Style? I use sentinel,neutral
1620,inform incoming,neutral
1621,inform incoming lads,neutral
1622,Potential inform card?,neutral
1623,Inform incoming for match against Brighton. 2 goals and 1 assist.,neutral
1624,IF incoming.,neutral
1625,Keep or sell??,neutral
1626,500k futmas incoming?,neutral
1627,powerhouse backbone or sentinel,neutral
1628,Should I use an anchor on him or sentinel?.,neutral
1629,If incomming,neutral
1630,what chem? engine?,neutral
1631,What chem style?,neutral
1632,Him or Lewandowski?,neutral
1633,Him or  Correa at RW?,neutral
1634,Keep or sell??,neutral
1635,When to sell ?,neutral
1636,what chem style should I put him,neutral
1637,When should i put him for sale guys?,neutral
1638,Price range,neutral
1639,him or semedo??,neutral
1640,him or AWB?,neutral
1641,give him special card,neutral
1642,Him or can,neutral
1643,Keep or sell?,neutral
1644,he gets a flashback card,neutral
1645,keep or sell ?,neutral
1646,What a name,neutral
1647,Hunter or sniper for RW?,neutral
1648,When to sell,neutral
1649,chem style?,neutral
1650,him or dembele or sterling or rashford at lw?,neutral
1651,Wait till Friday or send it today?,neutral
1652,guys i just packed him what do i do plz help,neutral
1653,Will the price go up?,neutral
1654,Toty incoming...,neutral
1655,keep or sell ??,neutral
1656,If incoming,neutral
1657,Can we have a special card of him plz,neutral
1658,when to sell?,neutral
1659,Packed. Not worth selling?,neutral
1660,Slap a shadow on him,neutral
1661,when to sell?,neutral
1662,Inform incoming,neutral
1663,CDM: Him or Partey?,neutral
1664,Him or Pepe,neutral
1665,sell now or wait,neutral
1666,Chemstyle? Shadow sentiner or...?,neutral
1667,future star incoming,neutral
1668,keep him or sell for 70k before we get the game?,neutral
1669,Which chemistry?,neutral
1670,Why does sniper Chem style now improve shooting and physical?,neutral
1671,when i  sell valverde,neutral
1672,chem for cam?,neutral
1673,him or baby?,neutral
1674,price to rise?,neutral
1675,Why his price range is 1000-19000?,neutral
1676,when to sell?,neutral
1677,Him on full chem or zakaria,neutral
1678,When to sell? Just packed,neutral
1679,him or Onouha,neutral
1680,second or third inform,neutral
1681,what chem style? Shadow? Anchor? Something Else?,neutral
1682,keep or sell 57k?,neutral
1683,In sold him for 72k... will his price go up?,neutral
1684,Will he go up?,neutral
1685,Seel or keep?,neutral
1686,Will he go up in price next Friday?,neutral
1687,Is he going to go up in price or nahhh? Keep or sell now?,neutral
1688,Anchor or Shadow,neutral
1689,Anchor or Sentinel on him?,neutral
1690,Managed to snipe one at 100k.,neutral
1691,Sell now or later?,neutral
1692,Price on xbox is 16k till now but i think hes going up a lot,neutral
1693,Sell now or wait for full release?,neutral
1694,Bruh 11-200k price range,neutral
1695,When should i sell him?,neutral
1696,Should i sell him now?,neutral
1697,price prediction,neutral
1698,When should I sell him lads?,neutral
1699,OMFG just packed . Should I sell NOW or wait till the game comes out?,neutral
1700,Sell now or later?,neutral
1701,Sell now or wait,neutral
1702,when to sell him,neutral
1703,Well I say keep for a couple of days. Yesterday he was 8.2k now he is almost extinct.,neutral
1704,sell now or wait. packed him,neutral
1705,Will his price go up? And to around what price?,neutral
1706,Will his price go up and to what,neutral
1707,'Keep or sell now,just got him from sbc',neutral
1708,Should I sell now or wait I have 3 of him?,neutral
1709,Will price rise on release day?,neutral
1710,Keep or sell,neutral
1711,when to sell?,neutral
1712,I packed him,neutral
1713,When do I sell???,neutral
1714,Him or Correa,neutral
1715,'I pack him,should i sell him?',neutral
1716,sell or keep?,neutral
1717,Sell or keep?,neutral
1718,I packed him how much do you think heâ€™ll be when the full game releases?,neutral
1719,why so cheap right now?,neutral
1720,price prediction on release?,neutral
1721,Price predictions ?,neutral
1722,invest,neutral
1723,Just packed and hes at 60k as of rn when should i sell,neutral
1724,when to sell? in a week when the game comes out?,neutral
1725,Keep or sell ?,neutral
1726,will he go up or down?,neutral
1727,Just  a tip buy shadows now for 2k theyâ€™ll be 25k in a month,neutral
1728,'Packed him,sell or keep',neutral
1729,Sell now or wait for the game to release....,neutral
1730,Him or bastos from lazio? Both 10 chem in a 4 man defense,neutral
1731,Him or Matheus Cunha at cam both get full chem and would use both with engine,neutral
1732,Him or Portu at ST in 41212,neutral
1733,him or Allan saint maximin in middle cam? His passing is better but that 70 stamina might kill him,neutral
1734,'Come on EA,activate the web app so I can buy him while he\'s 0 coins',neutral
1735,when you buy kyle walker on wish,neutral
1736,Money cant buy trophies dead team,neutral
1737,not surprised wolves didnâ€™t buy him before city,neutral
1738,Snipe for 10k,neutral
1739,Did sniper and finisher get switched?,neutral
1740,Sniped him for 10k,neutral
1741,how much will he go for? I just pulled him,neutral
1742,Whatâ€™s the best chemstyle for him?,neutral
1743,Him with hunter (hunter now gives 10 finishing) or Portu with sniper? Both 10 chem playing RW,neutral
1744,he definitely needs a chemistry style,neutral
1745,Best chem style?,neutral
1746,'RB with 7 chem and Anchor,thank me later',neutral
1747,What chem style?,neutral
1748,Why is he cheaper than Sidnei rn,neutral
1749,hey! should I keep or sell Vinicius Junior?,neutral
1750,What chem style hunter ??,neutral
1751,will he go extinct?,neutral
1752,why now is just 2.6k?,neutral
1753,I would recommend people to buy him now at full release you will get at least 50 60k for him,neutral
1754,Price prediction and why? Help please,neutral
1755,Should I sell him or wait?,neutral
1756,just packed him what chem style would be best on him,neutral
1757,Will his price rise?,neutral
1758,him,neutral
1759,If this man gets an inform I am deleting the game,neutral
1760,when to sell?,neutral
1761,What chem style for st,neutral
1762,'Just bought him for 10,750k',neutral
1763,Keep or sell??,neutral
1764,Should I sell him when the full game gets released?,neutral
1765,what happened to sniper chem stile?,neutral
1766,I can t buy him,neutral
1767,Price prediction before first WL?,neutral
1768,Paid 9k for him hope he goes up to 30ish k,neutral
1769,Packed him in the free packShould i sell him now or when the game comes outPlz reply,neutral
1770,Should i sell him now at 310k? Or will he rise?,neutral
1771,will he rise from 5k?,neutral
1772,Best chem style?,neutral
1773,How much will he be when his price gets updated,neutral
1774,When do I sell?,neutral
1775,lol someone paid me 10k for this,neutral
1776,Sell or keep,neutral
1777,should i sell now?,neutral
1778,buy him before his price goes up!,neutral
1779,slap an artist on him and your sorted,neutral
1780,Why 2.4K???,neutral
1781,Chem style?,neutral
1782,Why 10k,neutral
1783,him and kamara op link,neutral
1784,Will he rise?,neutral
1785,Why 10k wtf,neutral
1786,When to sell him,neutral
1787,why he is 2k?,neutral
1788,him and kamara=op link,neutral
1789,him and kamara: op link,neutral
1790,how much will he go for,neutral
1791,When to sell?,neutral
1792,Him or Diego Carlos??,neutral
1793,price when game releases? surely he cant be 90k when the game starts,neutral
1794,Why is he dropping in price so much,neutral
1795,How much will he be when the game is out?,neutral
1796,Sell or wait?,neutral
1797,when should I sell?,neutral
1798,Sell now or wait,neutral
1799,Packed him from a gold upgrade,neutral
1800,'I just packed him,when should i sell?',neutral